index,n_lsRestaurants,avg_dist_from_home,median_dist_from_home,total_visits,min_dist_from_home,max_dist_from_home,sd_dist_from_home,avg_income,average_weekly_vistor_difference,count_new_bus_past_year,total_businesses,average_visitors,new_business_proportion,count_bigger_places_by_tract,Arts/Sports,Gas Stations,Health,Hotel,Movie,Transport,avg_dwell_time,min_dwell_time,max_dwell_time,sd_dwell_time,Total_Hotels,Total_Gas_Convenience,street_address_count,is_strip,total_land_per_tract,total_acres_per_tract,total_population_estimate,median_age_total,median_age_male,median_age_female,unknown_race,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_races_including_some_other_race,two_races_excluding_some_other_race_and_three_or_more_races,commute_unkown,commute_less_than_5_minutes,commute_5_to_9_minutes,commute_10_to_14_minutes,commute_15_to_19_minutes,commute_20_to_24_minutes,commute_25_to_29_minutes,commute_30_to_34_minutes,commute_35_to_39_minutes,commute_40_to_44_minutes,commute_45_to_59_minutes,commute_60_to_89_minutes,commute_90_or_more_minutes,annual_income_unknown,annual_income_less_than_$10_000,annual_income_$10_000_to_$14_999,annual_income_$15_000_to_$19_999,annual_income_$20_000_to_$24_999,annual_income_$25_000_to_$29_999,annual_income_$30_000_to_$34_999,annual_income_$35_000_to_$39_999,annual_income_$40_000_to_$44_999,annual_income_$45_000_to_$49_999,annual_income_$50_000_to_$59_999,annual_income_$60_000_to_$74_999,annual_income_$75_000_to_$99_999,annual_income_$100_000_to_$124_999,annual_income_$125_000_to_$149_999,annual_income_$150_000_to_$199_999,annual_income_$200_000_or_more,weekend_pct_by_tract,prediction,tract,diff
816,11,9472.514748954105,8885.824742268042,8869,8083.511293634497,14492.401162790698,1585.8673861339423,47379,-0.073,50,39597,27.546910119453493,0.0012627219233780336,4,0,3,120,6,0,0,28.64073043273823,12.487903225806452,45.12167300380228,7.062499639856995,1,3,273,1,43628684160,10780882.648660908,5147,35.333332,35.666668,35.766666,5147,3646,245,0,1035,0,140,81,39,42,2621,86,434,271,663,282,93,374,133,32,185,49,19,1121,39,37,0,14,16,0,46,32,0,127,34,235,98,259,85,99,20.01,14.333333333333334,08005006858,-3.333333333333334
817,11,20103.198838679622,20046.56423611111,9944,16768.316081330868,25672.621103117504,2582.7498818958834,40426,0.252,18,18997,36.28367636995315,0.0009475180291624993,1,0,3,20,6,1,0,16.212858323955555,9.18639053254438,42.487109905020354,3.9147012341093914,5,1,53,1,72931681033,18021810.87338898,2193,45.3,38.9,47,2193,2031,15,1,100,0,15,31,9,22,1033,83,181,212,101,22,135,71,17,42,124,28,17,582,0,9,0,14,37,27,14,48,15,12,94,106,82,39,37,48,29.54,14.818181818181818,08119010104,-3.8181818181818183
818,6,6224.627991702183,6423.877697841726,2213,4880.172661870503,7684.8705035971225,836.8760231044013,62148,0.166,15,8704,62.901194852941174,0.001723345588235294,1,1,3,6,0,0,0,21.491117254155085,10.643243243243242,33.063876651982376,4.436469421133913,0,0,43,1,6120463439,1512399.4537468664,5958,35,37.075,34.75,5958,5125,9,0,480,0,174,170,10,160,3037,15,252,312,392,398,95,588,68,209,379,276,53,1511,0,15,35,75,0,13,16,16,65,49,170,193,201,211,296,156,28.41,4.166666666666667,08014030800,1.833333333333333
819,4,9501.03579647867,9086.297297297297,1176,7018.965909090909,13720.846153846154,1813.4266387025903,56034,-0.008,10,11281,20.622285258399078,0.0008864462370357238,0,0,1,19,2,0,0,20.00712085355349,7.6875,36.900763358778626,5.600423096744497,1,1,58,1,72313368292,17869022.467567556,3374,37,37.95,36.8,3374,2077,181,30,711,0,245,130,68,62,1979,156,314,331,357,208,91,222,84,90,117,9,0,970,0,23,13,0,27,6,11,0,16,79,97,162,219,88,142,87,19.28,2.6153846153846154,08035014007,1.3846153846153846
820,3,3373.4748842345793,3457.9214659685863,2595,2920.672727272727,3690.3137254901962,249.1885280689999,45229,0.022,5,5069,49.96606825803906,0.0009863878477017164,1,0,3,4,1,0,0,9.332919243745538,7.025,38.5606936416185,2.993185993745289,0,0,17,1,2490558994,615430.5306438324,3633,38.366665,37.433334,39.066666,3633,3156,0,0,242,0,123,112,17,95,2003,21,73,330,237,318,144,321,35,144,207,132,41,981,0,0,23,24,44,18,118,46,32,109,119,106,107,99,89,47,31.31,4.15625,08059011709,-1.15625
821,2,5772.612902046784,4114,212,1812.3,14794,4260.8523763916855,29473,-0.029,29,8728,17.919798350137487,0.0033226397800183317,0,0,3,2,0,0,1,175.14763100640718,12.454545454545455,908.0833333333334,177.57994935749875,0,0,59,1,3735490002,923059.6824584154,5627,30.7,32.4,28.125,5627,3032,818,82,126,0,1228,341,95,246,2781,20,131,199,483,583,201,380,101,183,225,168,107,1114,42,8,34,55,69,121,18,105,72,96,169,211,94,0,10,10,30.52,1.84375,08001007900,0.15625
822,8,6048.085479961153,6032.025125628141,10455,5696.373572593801,6507.442492012779,245.8386220444973,29937,0.529,10,11564,128.23858526461433,0.0008647526807333103,2,0,1,8,2,1,1,20.549607118239894,10.282520325203253,56.66013071895425,8.408890372707003,0,0,86,1,9103650236,2249560.9656445384,6289,33.15,35.625,32.15,6289,2550,2079,228,328,66,483,555,17,538,3127,48,240,105,344,547,371,498,158,75,227,323,191,1396,153,0,24,50,70,105,53,111,39,147,195,197,187,34,6,25,32.55,10.567164179104477,08005081100,-2.567164179104477
823,3,15696.120917508419,14104.727272727272,359,7211.56,50990.857142857145,10992.124459866896,49387,0.071,5,9776,13.209697217675942,0.0005114566284779051,1,0,4,6,1,0,1,44.14129789214718,6.916666666666667,117.89285714285714,25.7389519526685,1,2,36,1,2491219827454,615593826.1466662,6330,46.533333,47.966667,45.766666,6330,6084,45,5,107,5,5,79,2,77,2762,85,143,63,80,186,123,506,206,244,730,329,67,1755,22,2,42,10,79,54,55,113,71,112,160,354,169,246,143,123,22.94,1.84375,08041003909,1.15625
824,6,25863.642107606203,24077.287735849055,4134,17386.09009009009,39230.019230769234,7596.884889549364,84888,-0.005,12,19132,28.89865147397031,0.0006272214091574326,2,0,6,18,0,0,0,15.708366129149034,8.905579399141631,43.96135265700483,4.827888228732647,0,0,71,1,180701136256,44652223.23257023,4733,49.3,48.775,49.65,4733,4488,90,0,62,0,50,43,0,43,1741,46,158,131,199,73,138,292,80,78,337,196,13,1478,14,10,0,0,0,31,40,12,13,61,52,90,149,223,174,609,28.77,6.517647058823529,08059009846,-0.5176470588235293
825,6,7226.247392481567,7038.6140350877195,2946,5512.472602739726,9144.061855670103,891.7341118221872,56188,-0.056,21,15619,41.728151610218326,0.0013445162942569947,1,0,1,42,1,2,0,19.20058046505616,9.364406779661017,40.07432432432432,5.5051284283682,0,0,87,1,13980364449,3454623.292268916,7800,37.383335,35.65,40.75,7800,6876,385,23,125,0,146,245,0,245,4275,16,291,592,779,862,251,813,160,231,179,67,34,1866,16,23,35,0,0,34,34,115,21,115,171,187,290,167,272,386,29.53,4.166666666666667,08031006809,1.833333333333333
826,5,11414.70428422299,11665.902222222223,2963,9776.222891566265,12740.876404494382,930.1288579461876,47815,-0.081,6,6022,106.44121554300897,0.0009963467286615742,0,0,1,0,4,0,1,23.61802522829357,13.351190476190476,38.34552845528455,3.8889663642297534,0,0,29,1,241591794378,59698632.54451711,3027,22,22.1,21.8,3027,1893,628,73,247,31,7,148,0,148,1254,166,366,112,112,170,45,168,0,43,36,22,14,683,5,0,0,0,7,7,48,30,25,51,141,213,97,12,22,25,19.05,4.166666666666667,08041004008,0.833333333333333
827,3,2943.5247452509097,2865.5882352941176,3135,2408.6594594594594,3805.0413533834585,378.00965921525597,39788,0.232,4,7812,46.44905273937532,0.0005120327700972862,1,0,2,7,0,0,0,10.537549059878168,7.395348837209302,15.215753424657533,1.194891453503373,0,0,22,1,5311328178,1312457.7763003511,4807,41.666668,31.333334,46.133335,4807,3911,86,149,76,0,372,213,33,180,2098,15,182,349,611,386,109,189,0,9,143,78,27,1345,38,63,40,23,103,44,66,19,40,72,159,302,140,101,92,43,27.65,2.4761904761904763,08101002807,0.5238095238095237
828,16,4034.7937941011264,3972.5067300079177,20704,3636.7867892976587,4894.375796178344,340.9742385701558,80598,0.158,20,33796,92.04317078944254,0.0005917860101787194,2,0,2,42,1,1,0,17.153897224128766,8.226635514018692,22.089708869329723,2.867114082498055,0,0,167,1,192602113580,47593018.77579338,11605,33.45,34.4,32.4,11605,8575,1044,42,919,63,236,726,0,726,5236,43,336,142,517,880,635,1309,173,176,644,304,77,2943,70,24,0,0,0,30,16,47,24,119,145,265,517,358,666,662,30.78,16.666666666666668,08005007107,-0.6666666666666679
829,7,5084.0230841639,4849.295336787564,8071,3760.5087719298244,6328.867424242424,768.3048466200765,32146,0.297,11,14107,50.06698802013185,0.0007797547316934855,1,0,3,17,7,0,0,12.75735639456831,9.485989492119089,19.42168674698795,1.8590538196447046,0,0,52,1,997127821084,246395650.74661088,5266,46.575,42.8,48.375,5266,5000,19,26,31,0,39,151,92,59,1908,111,357,450,310,186,96,20,0,24,180,130,44,1690,96,0,63,9,132,38,91,134,228,131,226,253,136,94,23,36,28,6.517647058823529,08043978300,0.48235294117647065
830,2,64280.90112303737,26061.51219512195,588,11832.529411764706,512684.6956521739,134974.55508986648,94657,0.006,6,7517,40.93029133963017,0.0007981907675934549,0,2,1,4,2,0,0,54.02537881802356,8,93.75,12.835013365349106,0,0,18,1,145992577432,36075551.55910374,4210,51.633335,54.233334,49.466667,4210,3965,28,19,8,0,38,152,19,133,1647,29,103,57,147,220,199,311,134,93,267,87,0,1336,19,0,11,19,0,9,10,18,19,28,91,129,60,73,203,647,36.08,1.84375,08059009845,0.15625
831,2,8431.465365910857,8009.414634146341,1871,5650.743801652892,10383.607476635514,1436.8162071509378,35718,0.116,4,8290,18.081785283474066,0.0004825090470446321,0,0,5,3,0,1,1,10.950325588059732,8.451612903225806,19.893719806763286,1.6388128914037627,0,0,18,1,36593607630,9042477.37803359,2800,32.15,31.75,33.85,2800,2429,12,70,19,0,227,43,31,12,1102,0,110,204,225,99,40,223,11,32,93,35,30,534,20,0,17,8,33,44,38,15,25,47,94,101,59,19,5,9,15.81,2.9382716049382718,08001008901,-0.9382716049382718
832,9,4023.4943055035556,3925.3706293706296,4810,3330.1704918032788,5065.970684039088,510.9159892629627,38573,0.016,14,13064,31.308557868952846,0.0010716472749540723,2,0,4,19,1,0,0,18.54120387593482,10.167300380228136,39.58831908831909,4.579022445484947,0,0,58,1,5471392551,1352010.5442732756,8056,35.56,34.88,37.74,8056,4324,1552,417,561,0,568,634,139,495,3611,0,178,431,450,523,413,687,361,140,203,188,37,1833,93,124,57,143,87,13,125,42,174,46,217,260,144,83,137,88,25.03,6.517647058823529,08031005002,2.4823529411764707
833,6,10644.412289346197,10948.57,1731,8258.069306930693,13811.125,1764.916573704677,39632,-0.054,35,12319,30.62699894471954,0.0028411397028979624,1,0,2,72,0,0,0,39.930350216239,15.301204819277109,97.68571428571428,14.125776596358353,0,0,160,1,4556626454,1125966.918786805,5086,37.375,38.9,35.9,5086,4244,195,15,155,83,149,245,18,227,3059,43,154,442,792,639,192,343,39,84,125,102,104,889,14,65,9,30,57,13,51,33,47,23,67,79,71,75,146,109,17.28,13,08031004301,-7
834,1,4317.153846153846,3468,624,2247,7106,1627.1610167279005,58827,0.21,2,2227,30.50157162101482,0.000898069151324652,0,0,1,0,0,0,0,15.848108078675788,7.5,49,6.192282094271401,0,0,5,1,1495913021,369648.15791512566,2941,45.95,41.65,47.35,2941,2721,12,29,93,0,32,54,26,28,1461,13,124,71,167,159,97,297,131,90,177,125,10,746,21,0,0,19,7,25,43,17,11,0,87,73,149,104,129,61,28.94,1.84375,08014030700,-0.84375
835,1,3818.230769230769,3690,516,2370,5713,1322.3242891367554,35480,-0.09,1,2988,68.2429718875502,0.00033467202141900936,1,0,0,3,0,0,0,42.94230769230769,11.5,138,19.640228756507405,0,0,11,1,2807769504,693814.9547692626,3243,25.55,24.75,27.05,3243,2879,34,0,26,0,168,136,43,93,1915,88,294,473,474,240,115,82,20,57,32,11,29,568,23,6,21,57,20,24,32,38,53,8,60,91,51,35,49,0,30.17,1.84375,08069000506,-0.84375
836,4,6752.694951578804,6525.321243523316,2173,4977.022727272727,8858.851485148514,1352.2275557689416,50305,-0.102,7,9396,22.87824606215411,0.000744997871434653,0,0,0,9,0,0,0,30.446196562032263,8.414893617021276,316.9074074074074,41.75547793605099,0,0,53,1,7620660396,1883106.1953020808,3579,35.25,30.7,42.4,3579,3162,20,29,278,0,32,58,0,58,1876,39,222,228,329,200,54,367,113,43,150,103,28,853,36,15,44,18,11,41,27,47,13,59,84,127,102,119,21,89,28.94,2.9382716049382718,08014030000,1.0617283950617282
837,6,4991.896205948623,4941.644268774704,3873,4526.408333333334,5714.35632183908,381.7837735102766,81639,0.076,11,16986,31.717414341222185,0.000647592134699164,1,0,3,16,0,1,1,14.670481740425817,8.160377358490566,31.786666666666665,4.437842844152998,0,0,41,1,426697350861,105439211.71806733,7753,41.433334,41.133335,39.433334,7753,6952,26,17,329,16,157,256,10,246,3945,9,308,442,536,654,235,503,196,228,477,308,49,2139,9,13,9,11,8,37,11,18,27,16,110,101,300,266,521,682,21.94,4.15625,08059060500,1.84375
838,2,3147.200950324558,3214.7654723127034,3811,2904.150442477876,3293.9538461538464,131.1931695631439,70140,0.565,5,6510,69.09016897081413,0.0007680491551459293,0,0,2,3,0,0,0,7.839127842608596,6,9.493150684931507,0.6951479615460002,0,0,24,1,85113517230,21032008.155604392,8029,36.7,37.7,36,8029,6623,72,87,644,0,271,332,132,200,4078,37,242,119,456,513,253,911,217,305,546,389,90,2148,0,0,0,0,0,22,53,14,37,54,155,350,515,163,598,187,32.24,1.6842105263157894,08001008540,0.3157894736842106
839,2,5273.474101445333,4721.339285714285,956,3646.519230769231,9468.577464788732,1597.3878436734517,99350,0.023,7,11404,19.80997895475272,0.0006138197123816205,1,0,2,22,0,0,0,13.711385742536558,7,33.27272727272727,4.466893727850908,0,0,35,1,85619379318,21157009.399903543,8895,48.233334,48.4,48.533333,8895,8204,85,47,236,0,0,323,0,323,3746,58,485,321,287,399,292,481,136,185,632,420,50,2668,19,0,0,0,0,34,0,0,43,46,140,211,229,279,547,1120,18.17,1.84375,08041007400,0.15625
840,5,13825.340099675612,13377.688524590163,1039,5124.224137931034,24250.68181818182,6003.603607771218,63193,0.006,4,16047,15.110051723063501,0.00024926777590826945,0,0,6,28,0,0,0,14.935181003426573,8.891304347826088,48.43650793650794,5.620395287221628,0,0,73,1,8738400043,2159305.6773187914,7349,38.96,38.12,38.78,7349,6679,9,0,424,0,95,142,30,112,3671,62,814,768,748,522,202,112,36,63,92,221,31,1504,13,38,17,29,91,44,0,47,39,0,163,140,139,77,204,463,25.8,4.181818181818182,08013012102,0.8181818181818183
841,3,6091.041997453372,5946.982758620689,1018,3652.16,8319.727272727272,1365.9524115277195,53501,0.015,4,7296,30.19394188596491,0.0005482456140350877,0,0,4,10,0,0,0,21.01176460096969,9.321428571428571,50.55882352941177,7.062550731168546,0,0,34,1,10377365895,2564302.9596290938,4572,41.45,41.25,42.2,4572,4286,80,8,57,0,10,131,0,131,1846,11,199,213,451,289,135,215,0,42,103,47,141,1196,54,37,11,7,9,10,16,66,48,122,74,156,104,169,213,100,27.9,1.84375,08041003706,1.15625
842,1,3624.846153846154,2487,1430,1917,17878,4296.2896171416305,36504,0.174,0,0,0,0,0,0,0,3,0,0,0,12.432692307692308,7,54,7.864187208265717,0,0,5,1,3131103009,773712.4039107866,4554,32.733334,32.633335,32.166668,4554,3887,105,8,59,0,178,317,13,304,2315,28,79,190,292,443,207,424,127,169,141,182,33,1023,19,17,41,5,38,18,146,69,45,120,135,152,180,13,25,0,27.41,2.6153846153846154,08001009202,-1.6153846153846154
843,1,3498.3076923076924,3359,383,2211,7579,1453.042118259446,33010,0.065,2,5213,36.799539612507196,0.0003836562440053712,1,0,0,4,0,0,0,10.23076923076923,5,28,4.6822880453844755,0,0,20,1,6090637070,1505029.19745297,4880,41.366665,39.933334,41.766666,4880,3934,40,329,55,0,367,155,42,113,2102,37,416,617,287,204,60,76,0,41,208,84,72,1242,0,55,98,5,74,81,89,120,11,85,175,224,82,44,70,29,30.83,1.149171270718232,08101001700,-0.149171270718232
844,1,37119.181818181816,35973,191,20940,51328,12292.542624031707,0,0.006,4,2643,58.617858494135454,0.001513431706394249,0,0,0,10,0,1,0,110.2275641025641,12,299,61.82103053139446,0,0,16,1,7563274875,1868925.924236274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65,1.84375,08059980000,-0.84375
845,1,5283.076923076923,5263,610,3061,6515,929.0311675376722,62487,0.071,3,3405,16.612922173274598,0.000881057268722467,0,0,1,3,0,0,0,59.19871794871795,19,237,31.336553914701057,0,0,11,1,2671118424,660047.7374979367,3247,45.766666,46.7,45.666668,3247,3011,21,0,23,0,33,159,8,151,1502,25,78,183,148,222,139,249,45,54,237,105,17,1025,0,11,6,0,40,9,49,49,49,75,75,211,136,87,80,148,22.72,1.84375,08059012059,-0.84375
846,10,6150.413155090169,6170.368775235532,13272,5457.386206896552,6772.666240409208,396.9413073172108,58763,0.105,15,18199,90.00208802681466,0.0008242211110500577,1,1,0,19,0,1,0,12.127245355168963,8.413001912045889,17.302032520325202,1.8070422686478644,0,0,100,1,26084641276,6445655.236762761,4265,36.266666,33.133335,38.2,4265,3995,51,0,73,0,47,99,0,99,2303,106,374,146,214,349,225,465,30,84,213,86,11,1167,0,35,0,0,8,44,35,20,28,101,70,174,148,92,268,144,31.34,14.818181818181818,08035013905,-4.818181818181818
847,2,3727.4615384615386,3244,475,2106,7999,1655.1461473932654,58502,0.239,5,5861,17.541545811295002,0.0008530967411704487,0,0,2,3,0,0,0,28.069884594451835,6,123,18.00788676574659,0,0,16,1,27507196860,6797176.3772137975,9048,33.7,31.7,34.5,9048,6854,603,19,395,60,126,991,116,875,3876,0,225,201,604,819,590,623,142,156,112,266,138,2619,66,69,0,0,13,63,44,53,55,321,312,482,392,225,307,217,26.73,1.149171270718232,08041005107,0.850828729281768
848,4,16348.406485097988,14589.253968253968,845,9156.066666666668,25853.5,5266.903521646962,35421,-0.084,0,0,0,0,0,0,1,3,1,0,0,32.20286138961393,9.956521739130435,217.6,22.33847491823567,0,0,21,1,1274584527,314956.6959432675,5217,31.1,32.25,29.925,5217,4129,379,69,268,0,140,232,20,212,3734,84,152,496,746,630,267,566,161,236,167,162,67,481,0,0,0,25,0,5,12,0,0,24,165,81,18,0,63,88,29.96,1.84375,08031002703,2.15625
849,2,4621.499297978715,4395.75,900,2556.1739130434785,7249.333333333333,1417.6889085528576,56244,0.045,6,5563,30.958116124393314,0.0010785547366528852,1,1,0,7,0,0,0,28.757948835546788,10,150.5,21.560428511072697,0,0,36,1,1183070690,292343.13432844746,2034,35.8,35.5,36.2,2034,1405,405,0,7,0,40,177,23,154,1124,12,142,117,155,229,74,108,29,20,175,38,25,442,6,38,15,0,7,0,15,0,71,36,17,30,26,36,54,91,23.17,1.84375,08031002402,0.15625
850,8,19493.746633221654,16317.415243101183,9233,13442.452157598498,63558.66780821918,13359.311537859327,56599,0.212,10,12413,90.75670667848223,0.0008056070248932571,2,2,2,15,6,0,0,13.53440072184013,7.67420814479638,18.732522796352583,2.165387408766358,2,2,97,1,15552048475,3842994.873289821,5293,43.1,40.96,42.78,5293,4823,4,40,134,0,0,292,0,292,2513,23,468,220,202,318,283,311,146,208,190,123,21,1230,75,0,0,38,21,22,76,29,35,36,65,160,220,73,228,152,34.61,10.567164179104477,08059010901,-2.567164179104477
851,1,10108.076923076924,11606,336,1841,19615,6632.921132019416,76036,-0.032,4,9530,26.967681007345227,0.0004197271773347324,1,0,0,21,0,0,0,17.259615384615383,8,57,7.9708078584063715,0,0,41,1,7812691350,1930558.077471896,3328,45.5,43.3,46.533333,3328,2872,22,0,127,0,32,275,15,260,1216,34,122,178,272,173,122,105,22,51,87,36,14,889,30,12,0,0,0,32,9,15,41,77,16,35,93,117,156,256,21.28,1.84375,08013012509,-0.84375
852,2,6103.056302010664,6077.644128113879,4097,5201.9876543209875,8460.851063829787,785.7224560672101,70324,0.052,9,8617,50.32482302425438,0.0010444470233259835,1,0,1,3,0,1,0,11.063368569367219,8.067961165048544,16.055194805194805,1.9052976549094947,0,0,36,1,20402829105,5041648.871990373,4394,44.45,45.2,43.05,4394,4233,14,9,47,0,46,45,0,45,1969,20,200,226,156,379,92,346,52,165,198,90,45,1227,9,18,0,20,0,18,20,26,10,83,126,170,170,78,195,284,32.11,4.6,08005005623,-2.5999999999999996
853,1,3508.923076923077,3624,901,2006,4766,811.79989955843,75668,0.084,3,3709,39.060932866001615,0.0008088433540037746,0,0,0,2,0,0,0,48.61217948717949,10,170.5,19.767485009638584,0,0,15,1,9674563018,2390636.586508794,5729,34.9,35.2,34.7,5729,4702,70,28,521,0,34,374,214,160,2715,46,73,352,198,439,218,352,146,178,325,343,45,1485,9,0,0,18,60,0,37,11,0,78,63,165,258,214,292,280,20.45,1.84375,08001008544,-0.84375
854,4,6832.59183544116,6740.796875,5654,5759.323353293413,8557.512415349887,778.9157629560344,74778,0.345,4,9754,32.22390814025015,0.0004100881689563256,0,0,2,2,5,0,1,11.446607355700046,7.930513595166163,16.764084507042252,1.8735002740149844,1,1,26,1,375451921991,92776190.46118765,6148,46.5,43.4,47.466667,6148,5846,16,0,64,0,147,75,0,75,2811,166,166,246,180,326,205,331,308,184,342,326,31,1923,16,0,10,26,104,10,119,15,49,40,118,80,235,326,302,473,29.35,4.6,08035014403,-0.5999999999999996
855,4,7648.228069663022,7776.959183673469,621,5453,9239.953846153847,1145.9640736976983,79987,-0.048,2,8574,13.974690926055517,0.00023326335432703523,0,0,2,4,0,0,0,20.60660399770777,6.525,173.8918918918919,20.211811016315917,0,0,38,1,2765441621,683355.5070876471,4979,43.05,43.433334,42.65,4979,4309,254,35,113,0,76,192,46,146,2234,42,90,212,550,437,118,392,47,135,151,60,0,1281,28,7,5,0,0,8,8,0,23,22,126,147,60,141,192,514,28.28,1.84375,08031004201,2.15625
856,1,6280.384615384615,6002,1557,4235,9176,1202.2605470849167,70363,-0.161,8,11571,31.859476276899144,0.0006913836314925245,0,1,4,34,0,0,0,10.403846153846153,8,19,1.9160740983511593,0,0,68,1,12717346922,3142524.8642747747,3416,43.1,49.45,42.9,3416,3184,15,0,71,0,14,132,0,132,1568,10,354,88,328,218,158,183,23,59,99,40,8,970,24,15,11,13,18,0,0,11,13,37,84,87,269,132,106,150,18.73,2.9382716049382718,08005005632,-1.9382716049382718
857,3,32243.0689782639,18182.263157894737,408,4327,193844.84210526315,49632.84178261667,48359,-0.042,1,8632,12.868280815569973,0.00011584800741427248,0,0,3,3,2,0,0,17.066396056262313,6.142857142857143,44.26923076923077,5.844530406370689,1,3,17,1,1897986640734,469002713.1563022,7051,48.7,45.933334,49.4,7051,6540,30,52,0,0,80,349,0,349,3284,140,46,136,274,797,0,136,56,218,565,741,175,1885,3,52,17,0,59,54,57,92,6,218,183,385,270,194,257,38,24.74,1.149171270718232,08093000100,1.850828729281768
858,2,5107.530248315074,5361,889,3797.255319148936,6308,945.6840569836377,46233,-0.042,1,4789,40.49718103988307,0.00020881186051367718,1,0,0,7,0,0,0,11.612201241381376,6.145161290322581,77.93506493506493,8.068505601286498,0,0,8,1,7651646165,1890762.9455754203,3450,36.05,36.75,36.15,3450,2986,43,0,165,14,37,205,11,194,1576,26,123,281,459,368,86,123,0,21,51,12,26,892,36,8,10,0,9,26,26,68,34,48,142,215,103,83,48,36,21.96,1.149171270718232,08041003307,0.850828729281768
859,7,5861.807541122484,5854.742627345844,7116,4796.48755186722,6593.322916666667,529.9128261461133,27630,0.141,9,19965,51.262709742048585,0.00045078888054094667,2,1,6,3,1,1,1,15.101044065622956,8.88345864661654,22.094972067039105,2.8184980797964396,0,0,52,1,20270561684,5008964.880449107,7045,37.375,33.925,38.575,7045,4123,915,164,210,0,890,743,226,517,3275,55,373,450,529,423,301,566,19,26,477,18,38,1653,123,114,128,53,76,175,69,29,80,147,268,163,158,57,13,0,27.96,6.517647058823529,08041006000,0.48235294117647065
860,2,3035.064151852433,2897.684210526316,431,2070.05,4777.826086956522,902.8880416584511,35177,0.023,11,14937,16.51000870322019,0.0007364263238936868,0,0,4,13,1,0,2,43.40725984231575,7.545454545454546,94.16666666666667,13.474745630192205,1,1,44,1,18261041382,4512401.599362895,4558,37.95,37.466667,38.65,4558,4185,33,35,18,0,81,206,0,206,2007,107,629,427,177,44,4,135,65,22,180,217,0,1154,65,41,8,19,68,124,25,19,34,33,260,159,96,147,16,40,20,2.3636363636363638,08081000500,-0.36363636363636376
861,3,8249.87732520645,9042.20588235294,1319,5114.285714285715,11263.339285714286,1977.4929103762158,32681,-0.024,8,16803,16.32762006784503,0.00047610545735880496,0,2,2,17,0,0,3,29.748946611361045,10.047619047619047,54.42857142857143,9.209001506734456,0,0,270,1,25210111877,6229554.315890456,3140,39.566666,39.533333,38.233334,3140,2688,77,20,0,46,264,45,0,45,1412,12,176,315,129,156,213,154,70,25,115,47,0,671,0,10,0,54,50,22,12,75,31,99,45,126,33,62,17,35,26.33,4.181818181818182,08013013401,-1.1818181818181817
862,3,8751.692584937358,8973.461538461539,453,4408.3125,12251.75,2179.025305168296,32548,-0.04,6,14542,21.750240682162012,0.0004125979920231055,1,0,3,9,4,0,4,35.19904459543652,9.36111111111111,274.85714285714283,25.174415660318047,2,3,41,1,38354697164,9477652.079388574,6593,39.425,39,41.05,6593,4530,1108,39,297,0,317,302,54,248,2710,89,156,693,662,518,155,174,68,15,11,130,39,1609,66,79,74,34,55,75,47,233,156,90,104,307,69,99,34,87,25,4.181818181818182,08041002800,-1.1818181818181817
863,1,3448.4615384615386,3446,460,2373,5336,879.152680651908,31456,-0.071,4,3217,28.748834317687287,0.0012433944668946222,1,0,0,1,0,0,0,31.940976563940005,6,170.5,35.73643990192815,0,0,4,1,1519813744,375554.15519288427,1692,27.5,27.8,27.2,1692,879,245,16,39,25,203,285,93,192,873,56,162,122,173,132,38,114,0,29,35,8,4,382,27,9,19,47,4,30,35,33,18,74,0,31,35,11,0,9,26.99,1.149171270718232,08041004009,-0.149171270718232
864,3,5449.7873434285875,5490.8536585365855,1084,4374.537313432836,6368.6875,704.2842053652658,69857,0.06,5,5641,36.79631271051232,0.0008863676653075696,1,0,1,11,0,0,0,12.821004408796584,7.985294117647059,31.482758620689655,3.856254320411902,0,0,25,1,4673412127,1154825.287080484,3222,49.35,45.8,51,3222,3028,11,0,96,0,11,76,33,43,1606,36,104,198,259,184,127,213,165,83,160,69,8,966,0,0,0,0,30,14,11,18,14,29,79,101,149,137,160,224,25.36,2.6153846153846154,08005005633,0.3846153846153846
865,5,211478.44329827637,205144.83982683983,6743,144760.47425474256,286625.57738095237,35830.74023133534,30322,0.117,4,16486,27.04779813174815,0.00024263011039670022,0,0,7,10,2,0,0,109.01969892069545,34.954233409610985,222.5127478753541,32.042731641384314,0,0,58,1,50565458946,12494997.029323813,5971,34.9,33.44,39.64,5971,5414,0,42,0,39,160,316,204,112,2470,78,566,611,568,231,73,114,42,49,18,0,120,1645,75,42,78,139,68,60,68,14,71,221,257,293,92,56,88,23,25.38,6.517647058823529,08087000700,-1.5176470588235293
